03bc9337c7a28bb784d67742ebedd30a93bacdf7e4ca16436ef3798000242b2251,02a54deb8d0f11d47c6f55cec5e673063c9fad2619559e8d87ae3eb4c381668449,10
02a54deb8d0f11d47c6f55cec5e673063c9fad2619559e8d87ae3eb4c381668449,03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,9
03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,27
02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,03dab87ff8635982815c4567eb58af48f9944d11c56beb12b91e1049aaea06e187,17
03dab87ff8635982815c4567eb58af48f9944d11c56beb12b91e1049aaea06e187,0267586e510d80fab314fbfa091f383b775646e7a87bc9ed8cd59bcded50405d6a,12
0267586e510d80fab314fbfa091f383b775646e7a87bc9ed8cd59bcded50405d6a,02f74b098f9a0fe1c295b534d1adb2d4fefbce79a0eed17af1ba08b1afe968e535,7
02f74b098f9a0fe1c295b534d1adb2d4fefbce79a0eed17af1ba08b1afe968e535,02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,5
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,0213028043ba544713750c363067b6b13fcd3a6eeb68d60ce84aec1827e5b284cf,5
0213028043ba544713750c363067b6b13fcd3a6eeb68d60ce84aec1827e5b284cf,02d7ca7aae77a43a65a50cbf806cf7b43af2f89c1cf331f98a3415263fa2031368,2
02d7ca7aae77a43a65a50cbf806cf7b43af2f89c1cf331f98a3415263fa2031368,0216006237022044d9bdb73ca51af267c5f67cf76095b4c6275f1162eb422fed68,1
0216006237022044d9bdb73ca51af267c5f67cf76095b4c6275f1162eb422fed68,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,5
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399,11
